imsi,msisdn,status,mcc,mnc,operator,data_enabled,roaming_enabled,volte_enabled,registered_at,last_updated
452010000018287,+84970018287,active,452,01,Viettel,true,false,true,2022-06-15T07:00:00Z,2022-07-24T07:00:00Z
452010000018288,+84970018288,active,452,01,Viettel,true,false,true,2022-02-11T21:00:00Z,2022-05-08T21:00:00Z
452010000018289,+84970018289,active,452,01,Viettel,true,false,true,2022-02-17T10:00:00Z,2022-04-04T10:00:00Z
452010000018290,+84970018290,active,452,01,Viettel,true,false,true,2022-11-23T18:00:00Z,2022-12-12T18:00:00Z
452010000018291,+84970018291,active,452,01,Viettel,true,false,true,2022-11-06T03:00:00Z,2022-12-29T03:00:00Z
452010000018292,+84970018292,active,452,01,Viettel,true,false,true,2022-08-10T02:00:00Z,2022-10-07T02:00:00Z
452010000018293,+84970018293,active,452,01,Viettel,true,false,true,2022-10-20T08:00:00Z,2022-10-27T08:00:00Z
452010000018294,+84970018294,active,452,01,Viettel,true,false,true,2022-09-15T11:00:00Z,2022-11-06T11:00:00Z
452010000018294,+84980018294,active,452,01,Viettel,true,false,true,2023-01-04T11:00:00Z,2023-01-04T11:00:00Z
452010000018295,+84970018295,active,452,01,Viettel,true,false,true,2022-05-05T23:00:00Z,2022-07-20T23:00:00Z
452010000018296,+84970018296,active,452,01,Viettel,true,false,true,2022-05-20T05:00:00Z,2022-05-26T05:00:00Z
452010000018297,+84970018297,active,452,01,Viettel,true,false,true,2022-09-04T09:00:00Z,2022-10-01T09:00:00Z
452010000018298,+84970018298,active,452,01,Viettel,true,false,true,2022-01-02T15:00:00Z,2022-01-11T15:00:00Z
452010000018299,+84970018299,active,452,01,Viettel,true,false,true,2022-07-02T23:00:00Z,2022-10-07T23:00:00Z
452010000018300,+84970018300,active,452,01,Viettel,true,false,true,2022-02-06T01:00:00Z,2022-03-07T01:00:00Z
452010900018300,+84970018300,active,452,01,Viettel,true,false,true,2022-08-04T01:00:00Z,2022-08-04T01:00:00Z
452010000018301,+84970018301,active,452,01,Viettel,true,false,true,2022-11-10T08:00:00Z,2023-01-14T08:00:00Z
452010000018302,+84970018302,active,452,01,Viettel,true,false,true,2022-06-27T20:00:00Z,2022-06-29T20:00:00Z
452010000018303,+84970018303,active,452,01,Viettel,true,false,true,2022-05-29T15:00:00Z,2022-06-18T15:00:00Z
452010000018304,+84970018304,active,452,01,Viettel,true,false,true,2022-01-23T12:00:00Z,2022-02-09T12:00:00Z
452010000018305,+84970018305,active,452,01,Viettel,true,false,true,2022-05-09T04:00:00Z,2022-06-23T04:00:00Z
452010000018306,+84970018306,active,452,01,Viettel,true,false,true,2022-08-19T10:00:00Z,2022-09-18T10:00:00Z
452010000018307,+84970018307,active,452,01,Viettel,true,false,true,2022-05-14T16:00:00Z,2022-07-16T16:00:00Z
452010000018308,+84970018308,active,452,01,Viettel,true,false,true,2022-02-07T12:00:00Z,2022-02-22T12:00:00Z
452010000018309,+84970018309,active,452,01,Viettel,true,false,true,2022-12-31T18:00:00Z,2023-03-23T18:00:00Z
452010000018310,+84970018310,active,452,01,Viettel,true,false,true,2022-04-29T19:00:00Z,2022-05-10T19:00:00Z
452010000018311,+84970018311,active,452,01,Viettel,true,false,true,2022-10-18T20:00:00Z,2022-10-25T20:00:00Z
452010000018312,+84970018312,active,452,01,Viettel,true,false,true,2022-08-19T06:00:00Z,2022-10-14T06:00:00Z
452010000018313,+84970018313,active,452,01,Viettel,true,false,true,2022-03-17T16:00:00Z,2022-04-13T16:00:00Z
452010000018314,+84970018314,active,452,01,Viettel,true,false,true,2022-11-26T01:00:00Z,2022-12-25T01:00:00Z
452010000018315,+84970018315,active,452,01,Viettel,true,false,true,2022-10-31T22:00:00Z,2022-12-14T22:00:00Z
452010000018316,+84970018316,active,452,01,Viettel,true,false,true,2022-09-09T03:00:00Z,2022-11-15T03:00:00Z
452010000018317,+84970018317,active,452,01,Viettel,true,false,true,2022-09-18T15:00:00Z,2022-10-07T15:00:00Z
452010000018318,+84970018318,active,452,01,Viettel,true,false,true,2022-11-22T15:00:00Z,2023-01-13T15:00:00Z
452010000018319,+84970018319,active,452,01,Viettel,true,false,true,2022-04-30T07:00:00Z,2022-05-08T07:00:00Z
452010000018320,+84970018320,active,452,01,Viettel,true,false,true,2022-11-08T00:00:00Z,2023-01-28T00:00:00Z
452010000018321,+84970018321,active,452,01,Viettel,true,false,true,2022-01-22T03:00:00Z,2022-03-07T03:00:00Z
452010000018322,+84970018322,active,452,01,Viettel,true,false,true,2022-05-06T06:00:00Z,2022-08-09T06:00:00Z
452010000018323,+84970018323,active,452,01,Viettel,true,false,true,2022-06-21T03:00:00Z,2022-09-22T03:00:00Z
452010000018324,+84970018324,active,452,01,Viettel,true,false,true,2022-04-28T16:00:00Z,2022-06-08T16:00:00Z
452010000018325,+84970018325,active,452,01,Viettel,true,false,true,2022-12-23T10:00:00Z,2023-03-23T10:00:00Z
452010000018326,+84970018326,active,452,01,Viettel,true,false,true,2022-06-27T10:00:00Z,2022-08-07T10:00:00Z
452010000018327,+84970018327,active,452,01,Viettel,true,false,true,2022-03-18T13:00:00Z,2022-04-09T13:00:00Z
452010000018328,+84970018328,active,452,01,Viettel,true,false,true,2022-04-11T20:00:00Z,2022-07-18T20:00:00Z
452010000018329,+84970018329,active,452,01,Viettel,true,false,true,2022-05-22T07:00:00Z,2022-08-09T07:00:00Z
452010000018330,+84970018330,active,452,01,Viettel,true,false,true,2022-01-25T18:00:00Z,2022-02-14T18:00:00Z
452010000018331,+84970018331,active,452,01,Viettel,true,false,true,2022-06-05T01:00:00Z,2022-08-14T01:00:00Z
452010000018332,+84970018332,active,452,01,Viettel,true,false,true,2022-07-15T05:00:00Z,2022-09-13T05:00:00Z
452010000018333,+84970018333,active,452,01,Viettel,true,false,true,2022-04-10T00:00:00Z,2022-06-14T00:00:00Z
452010000018334,+84970018334,active,452,01,Viettel,true,false,true,2022-07-26T02:00:00Z,2022-09-01T02:00:00Z
452010000018335,+84970018335,active,452,01,Viettel,true,false,true,2022-09-21T22:00:00Z,2022-10-01T22:00:00Z
452010000018336,+84970018336,active,452,01,Viettel,true,false,true,2022-11-02T03:00:00Z,2022-11-13T03:00:00Z
452010000018337,+84970018337,active,452,01,Viettel,true,false,true,2022-09-12T20:00:00Z,2022-11-05T20:00:00Z
452010000018338,+84970018338,active,452,01,Viettel,true,false,true,2022-07-04T06:00:00Z,2022-09-09T06:00:00Z
452010000018339,+84970018339,active,452,01,Viettel,true,false,true,2022-11-19T21:00:00Z,2022-12-03T21:00:00Z
452010000018340,+84970018340,active,452,01,Viettel,true,false,true,2022-01-14T10:00:00Z,2022-02-11T10:00:00Z
452010000018341,+84970018341,active,452,01,Viettel,true,false,true,2022-04-05T08:00:00Z,2022-04-14T08:00:00Z
452010000018342,+84970018342,active,452,01,Viettel,true,false,true,2022-07-22T03:00:00Z,2022-08-05T03:00:00Z
452010000018343,+84970018343,active,452,01,Viettel,true,false,true,2022-08-17T13:00:00Z,2022-11-13T13:00:00Z
452010000018344,+84970018344,active,452,01,Viettel,true,false,true,2022-07-02T20:00:00Z,2022-09-10T20:00:00Z
452010000018345,+84970018345,active,452,01,Viettel,true,false,true,2022-03-29T12:00:00Z,2022-06-03T12:00:00Z
452010000018346,+84970018346,active,452,01,Viettel,true,false,true,2022-06-12T14:00:00Z,2022-09-19T14:00:00Z
452010000018347,+84970018347,active,452,01,Viettel,true,false,true,2022-02-22T16:00:00Z,2022-03-26T16:00:00Z
452010000018348,+84970018348,active,452,01,Viettel,true,false,true,2022-10-22T16:00:00Z,2022-11-14T16:00:00Z
452010000018349,+84970018349,active,452,01,Viettel,true,false,true,2022-04-30T20:00:00Z,2022-05-25T20:00:00Z
452010000018350,+84970018350,active,452,01,Viettel,true,false,true,2022-02-24T19:00:00Z,2022-03-27T19:00:00Z
452010000018351,+84970018351,active,452,01,Viettel,true,false,true,2022-05-16T04:00:00Z,2022-06-14T04:00:00Z
452010000018352,+84970018352,active,452,01,Viettel,true,false,true,2022-06-14T15:00:00Z,2022-06-26T15:00:00Z
452010000018353,+84970018353,active,452,01,Viettel,true,false,true,2022-06-16T03:00:00Z,2022-06-22T03:00:00Z
452010000018354,+84970018354,active,452,01,Viettel,true,false,true,2022-12-25T23:00:00Z,2023-02-19T23:00:00Z
452010000018355,+84970018355,active,452,01,Viettel,true,false,true,2022-04-23T19:00:00Z,2022-07-05T19:00:00Z
452010000018356,+84970018356,active,452,01,Viettel,true,false,true,2022-09-17T16:00:00Z,2022-11-09T16:00:00Z
452010000018357,+84970018357,active,452,01,Viettel,true,false,true,2022-08-31T12:00:00Z,2022-11-05T12:00:00Z
452010000018358,+84970018358,active,452,01,Viettel,true,false,true,2022-03-15T22:00:00Z,2022-03-30T22:00:00Z
452010000018359,+84970018359,active,452,01,Viettel,true,false,true,2022-09-08T13:00:00Z,2022-10-17T13:00:00Z
452010000018360,+84970018360,active,452,01,Viettel,true,false,true,2022-12-27T23:00:00Z,2023-03-06T23:00:00Z
452010000018361,+84970018361,active,452,01,Viettel,true,false,true,2022-04-30T14:00:00Z,2022-05-08T14:00:00Z
452010000018362,+84970018362,active,452,01,Viettel,true,false,true,2022-12-04T03:00:00Z,2023-01-31T03:00:00Z
452010000018363,+84970018363,active,452,01,Viettel,true,false,true,2022-07-02T18:00:00Z,2022-07-19T18:00:00Z
452010000018363,+84980018363,active,452,01,Viettel,true,false,true,2022-09-26T18:00:00Z,2022-09-26T18:00:00Z
452010000018364,+84970018364,active,452,01,Viettel,true,false,true,2022-03-08T22:00:00Z,2022-05-27T22:00:00Z
452010000018365,+84970018365,active,452,01,Viettel,true,false,true,2022-08-23T05:00:00Z,2022-08-27T05:00:00Z
452010000018366,+84970018366,active,452,01,Viettel,true,false,true,2022-10-01T09:00:00Z,2022-12-11T09:00:00Z
452010000018367,+84970018367,active,452,01,Viettel,true,false,true,2022-06-26T06:00:00Z,2022-07-05T06:00:00Z
452010000018368,+84970018368,active,452,01,Viettel,true,false,true,2022-05-20T01:00:00Z,2022-07-30T01:00:00Z
452010000018369,+84970018369,active,452,01,Viettel,true,false,true,2022-04-25T06:00:00Z,2022-07-24T06:00:00Z
452010000018370,+84970018370,active,452,01,Viettel,true,false,true,2022-10-20T21:00:00Z,2022-12-30T21:00:00Z
452010000018371,+84970018371,active,452,01,Viettel,true,false,true,2022-07-08T12:00:00Z,2022-10-03T12:00:00Z
452010000018372,+84970018372,active,452,01,Viettel,true,false,true,2022-05-11T08:00:00Z,2022-08-14T08:00:00Z
452010000018373,+84970018373,active,452,01,Viettel,true,false,true,2022-06-24T20:00:00Z,2022-08-03T20:00:00Z
452010000018374,+84970018374,active,452,01,Viettel,true,false,true,2022-11-07T08:00:00Z,2022-11-14T08:00:00Z
452010000018375,+84970018375,active,452,01,Viettel,true,false,true,2022-01-07T02:00:00Z,2022-01-16T02:00:00Z
452010000018376,+84970018376,active,452,01,Viettel,true,false,true,2022-09-13T18:00:00Z,2022-09-14T18:00:00Z
452010000018377,+84970018377,active,452,01,Viettel,true,false,true,2022-05-08T05:00:00Z,2022-06-30T05:00:00Z
452010000018378,+84970018378,active,452,01,Viettel,true,false,true,2022-04-01T13:00:00Z,2022-05-14T13:00:00Z
452010900018378,+84970018378,active,452,01,Viettel,true,false,true,2022-08-14T13:00:00Z,2022-08-14T13:00:00Z
452010000018379,+84970018379,active,452,01,Viettel,true,false,true,2022-06-13T14:00:00Z,2022-06-25T14:00:00Z
452010000018380,+84970018380,active,452,01,Viettel,true,false,true,2022-05-18T00:00:00Z,2022-08-15T00:00:00Z
452010000018381,+84970018381,active,452,01,Viettel,true,false,true,2022-10-20T16:00:00Z,2022-11-01T16:00:00Z
452010000018382,+84970018382,active,452,01,Viettel,true,false,true,2022-08-10T06:00:00Z,2022-11-15T06:00:00Z
452010000018383,+84970018383,active,452,01,Viettel,true,false,true,2022-05-18T13:00:00Z,2022-06-27T13:00:00Z
452010000018384,+84970018384,active,452,01,Viettel,true,false,true,2022-11-23T02:00:00Z,2023-01-22T02:00:00Z
452010000018385,+84970018385,active,452,01,Viettel,true,false,true,2022-02-14T15:00:00Z,2022-05-11T15:00:00Z
452010000018386,+84970018386,active,452,01,Viettel,true,false,true,2022-12-30T10:00:00Z,2023-01-13T10:00:00Z
452010000018387,+84970018387,active,452,01,Viettel,true,false,true,2022-11-26T13:00:00Z,2023-02-20T13:00:00Z
452010000018388,+84970018388,active,452,01,Viettel,true,false,true,2022-10-05T09:00:00Z,2022-12-03T09:00:00Z
452010000018389,+84970018389,active,452,01,Viettel,true,false,true,2022-06-26T04:00:00Z,2022-08-24T04:00:00Z
452010000018390,+84970018390,active,452,01,Viettel,true,false,true,2022-04-30T12:00:00Z,2022-05-11T12:00:00Z
452010000018391,+84970018391,active,452,01,Viettel,true,false,true,2022-03-04T18:00:00Z,2022-04-20T18:00:00Z
452010000018392,+84970018392,active,452,01,Viettel,true,false,true,2022-08-22T15:00:00Z,2022-11-25T15:00:00Z
452010000018393,+84970018393,active,452,01,Viettel,true,false,true,2022-01-25T22:00:00Z,2022-02-12T22:00:00Z
452010000018394,+84970018394,active,452,01,Viettel,true,false,true,2022-10-14T06:00:00Z,2023-01-12T06:00:00Z
452010000018395,+84970018395,active,452,01,Viettel,true,false,true,2022-06-19T04:00:00Z,2022-09-22T04:00:00Z
452010000018396,+84970018396,active,452,01,Viettel,true,false,true,2022-03-19T17:00:00Z,2022-05-12T17:00:00Z
452010000018397,+84970018397,active,452,01,Viettel,true,false,true,2022-01-19T19:00:00Z,2022-01-22T19:00:00Z
452010000018398,+84970018398,active,452,01,Viettel,true,false,true,2022-02-19T03:00:00Z,2022-03-09T03:00:00Z
452010000018399,+84970018399,active,452,01,Viettel,true,false,true,2022-07-10T00:00:00Z,2022-10-03T00:00:00Z
452010000018400,+84970018400,active,452,01,Viettel,true,false,true,2023-01-01T00:00:00Z,2023-01-23T00:00:00Z
452010000018401,+84970018401,active,452,01,Viettel,true,false,true,2022-01-26T04:00:00Z,2022-02-14T04:00:00Z
452010000018402,+84970018402,active,452,01,Viettel,true,false,true,2022-07-01T04:00:00Z,2022-10-02T04:00:00Z
452010000018403,+84970018403,active,452,01,Viettel,true,false,true,2022-03-17T20:00:00Z,2022-05-15T20:00:00Z
452010000018404,+84970018404,active,452,01,Viettel,true,false,true,2022-12-15T15:00:00Z,2023-01-21T15:00:00Z
452010000018405,+84970018405,active,452,01,Viettel,true,false,true,2022-03-09T13:00:00Z,2022-05-19T13:00:00Z
452010000018406,+84970018406,active,452,01,Viettel,true,false,true,2022-02-08T14:00:00Z,2022-02-10T14:00:00Z
452010000018407,+84970018407,active,452,01,Viettel,true,false,true,2022-04-06T12:00:00Z,2022-04-10T12:00:00Z
452010000018408,+84970018408,active,452,01,Viettel,true,false,true,2022-01-06T04:00:00Z,2022-01-10T04:00:00Z
452010900018408,+84970018408,active,452,01,Viettel,true,false,true,2022-05-10T04:00:00Z,2022-05-10T04:00:00Z
452010000018409,+84970018409,active,452,01,Viettel,true,false,true,2022-05-28T16:00:00Z,2022-07-18T16:00:00Z
452010000018410,+84970018410,active,452,01,Viettel,true,false,true,2022-03-28T23:00:00Z,2022-06-29T23:00:00Z
452010000018411,+84970018411,active,452,01,Viettel,true,false,true,2022-03-11T00:00:00Z,2022-03-21T00:00:00Z
452010000018412,+84970018412,active,452,01,Viettel,true,false,true,2022-05-22T15:00:00Z,2022-06-17T15:00:00Z
452010000018413,+84970018413,active,452,01,Viettel,true,false,true,2022-12-16T08:00:00Z,2023-01-19T08:00:00Z
452010000018414,+84970018414,active,452,01,Viettel,true,false,true,2022-12-27T16:00:00Z,2023-02-02T16:00:00Z
452010000018415,+84970018415,active,452,01,Viettel,true,false,true,2022-07-16T12:00:00Z,2022-10-06T12:00:00Z
452010000018416,+84970018416,active,452,01,Viettel,true,false,true,2022-12-14T19:00:00Z,2023-02-26T19:00:00Z
452010000018417,+84970018417,active,452,01,Viettel,true,false,true,2022-05-29T01:00:00Z,2022-06-19T01:00:00Z
452010000018418,+84970018418,active,452,01,Viettel,true,false,true,2022-06-29T02:00:00Z,2022-08-18T02:00:00Z
452010000018419,+84970018419,active,452,01,Viettel,true,false,true,2022-09-10T21:00:00Z,2022-12-18T21:00:00Z
452010000018420,+84970018420,active,452,01,Viettel,true,false,true,2022-12-15T02:00:00Z,2023-01-17T02:00:00Z
452010000018421,+84970018421,active,452,01,Viettel,true,false,true,2022-01-13T08:00:00Z,2022-03-19T08:00:00Z
452010000018422,+84970018422,active,452,01,Viettel,true,false,true,2022-08-13T10:00:00Z,2022-08-20T10:00:00Z
452010000018423,+84970018423,active,452,01,Viettel,true,false,true,2022-11-09T04:00:00Z,2022-11-24T04:00:00Z
452010000018424,+84970018424,active,452,01,Viettel,true,false,true,2022-02-26T00:00:00Z,2022-03-22T00:00:00Z
452010000018425,+84970018425,active,452,01,Viettel,true,false,true,2022-05-22T20:00:00Z,2022-08-17T20:00:00Z
452010000018426,+84970018426,active,452,01,Viettel,true,false,true,2022-07-25T06:00:00Z,2022-09-13T06:00:00Z
452010000018427,+84970018427,active,452,01,Viettel,true,false,true,2022-07-26T06:00:00Z,2022-09-18T06:00:00Z
452010900018427,+84970018427,active,452,01,Viettel,true,false,true,2022-10-25T06:00:00Z,2022-10-25T06:00:00Z
452010000018428,+84970018428,active,452,01,Viettel,true,false,true,2022-11-28T12:00:00Z,2023-01-03T12:00:00Z
452010000018429,+84970018429,active,452,01,Viettel,true,false,true,2022-05-03T07:00:00Z,2022-05-11T07:00:00Z
452010000018430,+84970018430,active,452,01,Viettel,true,false,true,2022-03-14T22:00:00Z,2022-06-16T22:00:00Z
452010000018431,+84970018431,active,452,01,Viettel,true,false,true,2022-06-20T23:00:00Z,2022-09-05T23:00:00Z
452010000018432,+84970018432,active,452,01,Viettel,true,false,true,2022-11-16T17:00:00Z,2022-11-26T17:00:00Z
452010000018433,+84970018433,active,452,01,Viettel,true,false,true,2022-06-02T13:00:00Z,2022-07-28T13:00:00Z
452010000018434,+84970018434,active,452,01,Viettel,true,false,true,2022-11-23T18:00:00Z,2022-12-22T18:00:00Z
452010000018435,+84970018435,active,452,01,Viettel,true,false,true,2022-08-30T19:00:00Z,2022-10-04T19:00:00Z
452010000018436,+84970018436,active,452,01,Viettel,true,false,true,2022-09-20T22:00:00Z,2022-10-30T22:00:00Z
452010000018437,+84970018437,active,452,01,Viettel,true,false,true,2022-12-08T08:00:00Z,2022-12-31T08:00:00Z
452010000018438,+84970018438,active,452,01,Viettel,true,false,true,2022-06-18T10:00:00Z,2022-09-21T10:00:00Z
452010000018439,+84970018439,active,452,01,Viettel,true,false,true,2022-10-16T03:00:00Z,2022-12-12T03:00:00Z
452010000018440,+84970018440,active,452,01,Viettel,true,false,true,2022-02-08T20:00:00Z,2022-05-09T20:00:00Z
452010000018440,+84980018440,active,452,01,Viettel,true,false,true,2022-10-19T20:00:00Z,2022-10-19T20:00:00Z
452010000018441,+84970018441,active,452,01,Viettel,true,false,true,2022-11-08T11:00:00Z,2022-12-18T11:00:00Z
452010000018442,+84970018442,active,452,01,Viettel,true,false,true,2022-08-14T21:00:00Z,2022-10-31T21:00:00Z
452010000018443,+84970018443,active,452,01,Viettel,true,false,true,2022-08-27T16:00:00Z,2022-11-06T16:00:00Z
452010000018444,+84970018444,active,452,01,Viettel,true,false,true,2022-06-05T07:00:00Z,2022-08-09T07:00:00Z
452010000018445,+84970018445,active,452,01,Viettel,true,false,true,2022-10-23T09:00:00Z,2022-12-30T09:00:00Z
452010000018446,+84970018446,active,452,01,Viettel,true,false,true,2022-03-21T20:00:00Z,2022-05-24T20:00:00Z
452010000018447,+84970018447,active,452,01,Viettel,true,false,true,2022-05-12T02:00:00Z,2022-05-14T02:00:00Z
452010000018448,+84970018448,active,452,01,Viettel,true,false,true,2022-05-02T17:00:00Z,2022-05-19T17:00:00Z
452010000018449,+84970018449,active,452,01,Viettel,true,false,true,2022-11-05T22:00:00Z,2023-01-09T22:00:00Z
452010000018450,+84970018450,active,452,01,Viettel,true,false,true,2022-03-27T00:00:00Z,2022-04-05T00:00:00Z
452010000018451,+84970018451,active,452,01,Viettel,true,false,true,2022-07-27T13:00:00Z,2022-10-17T13:00:00Z
452010000018452,+84970018452,active,452,01,Viettel,true,false,true,2022-09-08T12:00:00Z,2022-11-23T12:00:00Z
452010000018453,+84970018453,active,452,01,Viettel,true,false,true,2022-12-21T06:00:00Z,2023-01-08T06:00:00Z
452010000018454,+84970018454,active,452,01,Viettel,true,false,true,2022-02-18T20:00:00Z,2022-02-26T20:00:00Z
452010000018455,+84970018455,active,452,01,Viettel,true,false,true,2022-04-29T07:00:00Z,2022-07-02T07:00:00Z
452010000018456,+84970018456,active,452,01,Viettel,true,false,true,2022-09-04T06:00:00Z,2022-12-08T06:00:00Z
452010000018457,+84970018457,active,452,01,Viettel,true,false,true,2022-09-17T17:00:00Z,2022-11-06T17:00:00Z
452010000018458,+84970018458,active,452,01,Viettel,true,false,true,2022-09-18T18:00:00Z,2022-11-16T18:00:00Z
452010000018459,+84970018459,active,452,01,Viettel,true,false,true,2022-01-10T05:00:00Z,2022-02-21T05:00:00Z
452010000018460,+84970018460,active,452,01,Viettel,true,false,true,2022-10-22T23:00:00Z,2022-12-08T23:00:00Z
452010000018461,+84970018461,active,452,01,Viettel,true,false,true,2022-03-26T02:00:00Z,2022-06-21T02:00:00Z
452010000018462,+84970018462,active,452,01,Viettel,true,false,true,2022-11-18T04:00:00Z,2023-02-12T04:00:00Z
452010000018463,+84970018463,active,452,01,Viettel,true,false,true,2022-06-26T16:00:00Z,2022-08-30T16:00:00Z
452010000018464,+84970018464,active,452,01,Viettel,true,false,true,2022-07-03T13:00:00Z,2022-09-16T13:00:00Z
452010000018465,+84970018465,active,452,01,Viettel,true,false,true,2022-10-02T02:00:00Z,2022-10-27T02:00:00Z
452010000018466,+84970018466,active,452,01,Viettel,true,false,true,2022-10-07T14:00:00Z,2022-10-14T14:00:00Z
452010000018467,+84970018467,active,452,01,Viettel,true,false,true,2022-03-13T05:00:00Z,2022-03-14T05:00:00Z
452010000018468,+84970018468,active,452,01,Viettel,true,false,true,2022-03-11T20:00:00Z,2022-03-15T20:00:00Z
452010000018469,+84970018469,active,452,01,Viettel,true,false,true,2022-03-07T06:00:00Z,2022-03-23T06:00:00Z
452010000018470,+84970018470,active,452,01,Viettel,true,false,true,2022-09-15T17:00:00Z,2022-12-03T17:00:00Z
452010000018471,+84970018471,active,452,01,Viettel,true,false,true,2022-05-15T15:00:00Z,2022-08-15T15:00:00Z
452010000018472,+84970018472,active,452,01,Viettel,true,false,true,2022-06-08T01:00:00Z,2022-07-25T01:00:00Z
452010000018473,+84970018473,active,452,01,Viettel,true,false,true,2022-05-04T06:00:00Z,2022-06-12T06:00:00Z
452010000018474,+84970018474,active,452,01,Viettel,true,false,true,2022-06-17T07:00:00Z,2022-07-28T07:00:00Z
452010000018475,+84970018475,active,452,01,Viettel,true,false,true,2022-12-24T07:00:00Z,2022-12-28T07:00:00Z
452010000018476,+84970018476,active,452,01,Viettel,true,false,true,2022-02-26T09:00:00Z,2022-05-22T09:00:00Z
452010000018477,+84970018477,active,452,01,Viettel,true,false,true,2022-09-19T04:00:00Z,2022-09-24T04:00:00Z
452010000018478,+84970018478,active,452,01,Viettel,true,false,true,2022-02-22T09:00:00Z,2022-03-27T09:00:00Z
452010000018479,+84970018479,active,452,01,Viettel,true,false,true,2022-09-20T00:00:00Z,2022-11-12T00:00:00Z
452010000018480,+84970018480,active,452,01,Viettel,true,false,true,2022-12-02T20:00:00Z,2022-12-03T20:00:00Z
452010000018481,+84970018481,active,452,01,Viettel,true,false,true,2022-01-24T03:00:00Z,2022-02-15T03:00:00Z
452010000018482,+84970018482,active,452,01,Viettel,true,false,true,2022-02-24T03:00:00Z,2022-05-05T03:00:00Z
452010000018483,+84970018483,active,452,01,Viettel,true,false,true,2022-07-22T10:00:00Z,2022-09-23T10:00:00Z
452010000018484,+84970018484,active,452,01,Viettel,true,false,true,2022-03-11T23:00:00Z,2022-03-17T23:00:00Z
452010000018485,+84970018485,active,452,01,Viettel,true,false,true,2022-03-03T12:00:00Z,2022-04-20T12:00:00Z
452010000018486,+84970018486,active,452,01,Viettel,true,false,true,2022-10-25T23:00:00Z,2022-12-16T23:00:00Z
452010000018487,+84970018487,active,452,01,Viettel,true,false,true,2022-04-04T22:00:00Z,2022-04-19T22:00:00Z
452010000018488,+84970018488,active,452,01,Viettel,true,false,true,2022-04-19T08:00:00Z,2022-05-04T08:00:00Z
452010900018488,+84970018488,active,452,01,Viettel,true,false,true,2022-10-12T08:00:00Z,2022-10-12T08:00:00Z
452010000018489,+84970018489,active,452,01,Viettel,true,false,true,2022-05-21T02:00:00Z,2022-07-05T02:00:00Z
452010000018490,+84970018490,active,452,01,Viettel,true,false,true,2022-01-20T08:00:00Z,2022-04-26T08:00:00Z
452010000018491,+84970018491,active,452,01,Viettel,true,false,true,2022-02-28T05:00:00Z,2022-06-02T05:00:00Z
452010000018492,+84970018492,active,452,01,Viettel,true,false,true,2022-11-12T14:00:00Z,2022-12-18T14:00:00Z
452010000018493,+84970018493,active,452,01,Viettel,true,false,true,2022-05-27T02:00:00Z,2022-07-05T02:00:00Z
452010000018494,+84970018494,active,452,01,Viettel,true,false,true,2022-08-22T03:00:00Z,2022-09-11T03:00:00Z
452010000018495,+84970018495,active,452,01,Viettel,true,false,true,2022-10-25T04:00:00Z,2022-11-04T04:00:00Z
452010000018496,+84970018496,active,452,01,Viettel,true,false,true,2022-12-21T07:00:00Z,2023-01-01T07:00:00Z
452010000018497,+84970018497,active,452,01,Viettel,true,false,true,2022-07-19T20:00:00Z,2022-09-08T20:00:00Z
452010000018498,+84970018498,active,452,01,Viettel,true,false,true,2022-08-11T21:00:00Z,2022-09-09T21:00:00Z
452010000018499,+84970018499,active,452,01,Viettel,true,false,true,2022-09-21T01:00:00Z,2022-10-09T01:00:00Z
452010000018500,+84970018500,active,452,01,Viettel,true,false,true,2022-11-25T22:00:00Z,2023-01-13T22:00:00Z
452010000018501,+84970018501,active,452,01,Viettel,true,false,true,2022-05-30T19:00:00Z,2022-08-05T19:00:00Z
452010000018502,+84970018502,active,452,01,Viettel,true,false,true,2022-06-13T10:00:00Z,2022-08-03T10:00:00Z
452010000018503,+84970018503,active,452,01,Viettel,true,false,true,2022-08-07T15:00:00Z,2022-09-20T15:00:00Z
452010000018504,+84970018504,active,452,01,Viettel,true,false,true,2022-12-22T00:00:00Z,2023-03-30T00:00:00Z
452010000018505,+84970018505,active,452,01,Viettel,true,false,true,2022-01-16T19:00:00Z,2022-02-20T19:00:00Z
452010000018506,+84970018506,active,452,01,Viettel,true,false,true,2022-10-02T14:00:00Z,2023-01-09T14:00:00Z
452010000018507,+84970018507,active,452,01,Viettel,true,false,true,2022-04-02T11:00:00Z,2022-06-27T11:00:00Z
452010000018508,+84970018508,active,452,01,Viettel,true,false,true,2022-04-03T04:00:00Z,2022-05-04T04:00:00Z
452010000018509,+84970018509,active,452,01,Viettel,true,false,true,2022-04-08T13:00:00Z,2022-06-05T13:00:00Z
452010000018510,+84970018510,active,452,01,Viettel,true,false,true,2022-06-03T16:00:00Z,2022-06-05T16:00:00Z
452010000018511,+84970018511,active,452,01,Viettel,true,false,true,2022-02-17T13:00:00Z,2022-03-22T13:00:00Z
452010000018512,+84970018512,active,452,01,Viettel,true,false,true,2022-06-20T00:00:00Z,2022-09-04T00:00:00Z
452010000018513,+84970018513,active,452,01,Viettel,true,false,true,2022-09-02T03:00:00Z,2022-09-04T03:00:00Z
452010000018514,+84970018514,active,452,01,Viettel,true,false,true,2022-07-18T05:00:00Z,2022-09-12T05:00:00Z
